,name,price,first_name,last_name,above_100
1335,Jessica Vargas,21.42151951,Jessica,Vargas,False
1336,Jacqueline Briggs,18.13293516,Jacqueline,Briggs,False
1337,Laurie Gonzales,195.1759565,Laurie,Gonzales,True
1338,Olivia Clark,107.634949,Olivia,Clark,True
1339,Donald Molina,12.89769275,Donald,Molina,False
1340,Ricky Allen,257.9762038,Ricky,Allen,True
1341,Catherine Rodriguez,185.2494938,Catherine,Rodriguez,True
1342,Mr. Daniel Torres,59.36058847,Mr.,Daniel Torres,False
1343,David Shepherd,146.5042,David,Shepherd,True
1344,Jonathan Hansen,65.38248265,Jonathan,Hansen,False
1345,Benjamin Griffin,262.1081442,Benjamin,Griffin,True
1346,Tracey Hess,102.8565045,Tracey,Hess,True
1347,Victoria Walker,283.1492381,Victoria,Walker,True
1348,Cathy Carney,266.4430678,Cathy,Carney,True
1349,John Gibbs,218.5275094,John,Gibbs,True
1350,Angela Torres,198.8912726,Angela,Torres,True
1351,Harold Glover,164.159322,Harold,Glover,True
1352,Dawn Myers,126.863237,Dawn,Myers,True
1353,Ashley Spencer,199.2922136,Ashley,Spencer,True
1354,Mary Walters,134.0861345,Mary,Walters,True
1355,Christina Davenport,140.0786431,Christina,Davenport,True
1356,Brian Johnson,106.2343157,Brian,Johnson,True
1357,Crystal Contreras,209.8939181,Crystal,Contreras,True
1358,Tanya Turner,232.3607759,Tanya,Turner,True
1359,Katelyn Durham,34.86538887,Katelyn,Durham,False
1360,Nathaniel Wilson,233.2345956,Nathaniel,Wilson,True
1361,Joseph Long,76.06925903,Joseph,Long,False
1362,Mallory Hall,293.5445425,Mallory,Hall,True
1363,Bianca Chavez,244.5409595,Bianca,Chavez,True
1364,Victoria Strickland,226.78696,Victoria,Strickland,True
1365,Scott Jackson,44.25908098,Scott,Jackson,False
1366,Patrick Smith,186.583267,Patrick,Smith,True
1367,Samuel West,239.8842255,Samuel,West,True
1368,Dr. Brian Baker,225.969486,Dr.,Brian Baker,True
1369,Haley Baldwin,168.1890685,Haley,Baldwin,True
1370,Joanna Fernandez,40.50912655,Joanna,Fernandez,False
1371,Jeffrey Berg,36.85605931,Jeffrey,Berg,False
1372,Alexander Wilson,255.1450177,Alexander,Wilson,True
1373,David Fuller,263.545785,David,Fuller,True
1374,Laura Kramer,178.2939999,Laura,Kramer,True
1375,Melinda Lambert,113.6953609,Melinda,Lambert,True
1376,April Cole,157.7590664,April,Cole,True
1377,Jill Thornton,167.4681547,Jill,Thornton,True
1378,Holly Riley,204.6273975,Holly,Riley,True
1379,Beth Kim,11.01260527,Beth,Kim,False
1380,Kelly Thomas,251.9575295,Kelly,Thomas,True
1381,Teresa James,119.0598333,Teresa,James,True
1382,Jasmine Johnson,168.5359222,Jasmine,Johnson,True
1383,Brian Wood,249.0831484,Brian,Wood,True
1384,Deborah Estes,181.1243035,Deborah,Estes,True
1385,Jeremy Knight,267.9077519,Jeremy,Knight,True
1386,Abigail Mccoy,71.79365804,Abigail,Mccoy,False
1387,Chad Sellers,114.2708631,Chad,Sellers,True
1388,James Terry,280.1620198,James,Terry,True
1389,Rachael Watson,46.35207578,Rachael,Watson,False
1390,Jeffrey Poole,61.756794,Jeffrey,Poole,False
1391,Matthew Salazar,99.92305376,Matthew,Salazar,False
1392,Christopher Small,94.26105369,Christopher,Small,False
1393,Noah Smith,239.6347397,Noah,Smith,True
1394,Steven Mack,39.00781023,Steven,Mack,False
1395,Casey Castillo,272.1400411,Casey,Castillo,True
1396,Rachel Poole,283.7765656,Rachel,Poole,True
1397,Karen Sutton,140.5502933,Karen,Sutton,True
1398,John Martinez,289.2606726,John,Martinez,True
1399,Michele Harrington,3.997445113,Michele,Harrington,False
1400,Cheyenne Brown,253.1142817,Cheyenne,Brown,True
1401,David Turner,121.417536,David,Turner,True
1402,Brian Carter,78.81410568,Brian,Carter,False
1403,Sheena Ward,292.817983,Sheena,Ward,True
1404,Anthony Carson,218.7734947,Anthony,Carson,True
1405,Janet Zavala,17.08133565,Janet,Zavala,False
1406,Cynthia Smith,8.747993771,Cynthia,Smith,False
1407,Carla Cannon,288.1884269,Carla,Cannon,True
1408,Lacey Lopez,278.1729299,Lacey,Lopez,True
1409,Amy Copeland,269.0103495,Amy,Copeland,True
1410,Kristin Jacobs,11.69491035,Kristin,Jacobs,False
1411,Antonio Ferguson,297.3314003,Antonio,Ferguson,True
1412,Isabella Bush DDS,264.98467,Isabella,Bush DDS,True
1413,James Davidson,264.8193048,James,Davidson,True
1414,Holly Mendoza,54.4460707,Holly,Mendoza,False
1415,Jordan Lopez,66.64716665,Jordan,Lopez,False
1416,Antonio Ryan,95.58598206,Antonio,Ryan,False
1417,Raymond Ware,232.505199,Raymond,Ware,True
1418,Alexander Stafford,201.5142442,Alexander,Stafford,True
1419,Kevin Clayton,73.98622457,Kevin,Clayton,False
1420,Kristen Rice,160.9482014,Kristen,Rice,True
1421,Joseph Moore,123.3370869,Joseph,Moore,True
1422,Bryan Riley,103.9286567,Bryan,Riley,True
1423,Diana Flores,143.1372157,Diana,Flores,True
1424,Kathryn Lawrence MD,78.31057308,Kathryn,Lawrence MD,False
1425,Deanna Smith,249.6006637,Deanna,Smith,True
1426,Nancy Miller,3.869209803,Nancy,Miller,False
1427,David Horton,34.62084961,David,Horton,False
1428,Zachary Esparza,71.18403611,Zachary,Esparza,False
1429,Victoria Moreno,255.7125246,Victoria,Moreno,True
1430,Douglas Skinner,275.562885,Douglas,Skinner,True
1431,Timothy Spencer,115.2203169,Timothy,Spencer,True
1432,Daniel Oconnor,210.4807879,Daniel,Oconnor,True
1433,Ryan Fitzgerald,158.7712643,Ryan,Fitzgerald,True
1434,Natalie Martinez,136.0759177,Natalie,Martinez,True
1435,Joyce Hayes,9.323647262,Joyce,Hayes,False
1436,Amber Morris,89.45784699,Amber,Morris,False
1437,Tiffany Jackson,33.51449337,Tiffany,Jackson,False
1438,Tiffany Vasquez,253.20256,Tiffany,Vasquez,True
1439,John Douglas,166.2967286,John,Douglas,True
1440,William Reed,215.3055149,William,Reed,True
1441,Nicole James,141.1921941,Nicole,James,True
1442,Mrs. Danielle Miller,141.0542037,Mrs.,Danielle Miller,True
1443,Sarah Miller,22.37833918,Sarah,Miller,False
1444,John Morrison,252.1654315,John,Morrison,True
1445,Sarah Coleman,137.2229765,Sarah,Coleman,True
1446,Daniel Smith,49.99955025,Daniel,Smith,False
1447,Kurt Butler,93.24935853,Kurt,Butler,False
1448,Cody Becker,248.4317247,Cody,Becker,True
1449,Miss Molly Miller,210.3994579,Miss,Molly Miller,True
1450,Craig Bailey,102.1427287,Craig,Bailey,True
1451,Derrick Campbell,159.4048126,Derrick,Campbell,True
1452,Jennifer Ibarra,169.3222197,Jennifer,Ibarra,True
1453,Timothy Black,160.4213892,Timothy,Black,True
1454,Shawn Blanchard,159.5561394,Shawn,Blanchard,True
1455,Brian Johnson,95.74294191,Brian,Johnson,False
1456,Patricia Gray,122.9008236,Patricia,Gray,True
1457,James White,124.1837338,James,White,True
1458,William Smith,115.4835008,William,Smith,True
1459,Mrs. Hannah Cummings,206.3793778,Mrs.,Hannah Cummings,True
1460,Philip Mills,149.7690573,Philip,Mills,True
1461,Emily Berry,194.8537868,Emily,Berry,True
1462,Casey Coffey,173.0530825,Casey,Coffey,True
1463,Regina Johnson,1.366200222,Regina,Johnson,False
1464,Steven Waters,159.0953606,Steven,Waters,True
1465,Joshua Gonzalez,193.4520864,Joshua,Gonzalez,True
1466,Kimberly Green,240.8174556,Kimberly,Green,True
1467,Thomas Nelson DDS,188.2214297,Thomas,Nelson DDS,True
1468,Robert Rivera DVM,252.7137124,Robert,Rivera DVM,True
1469,Miss Michelle Lewis,219.5320111,Miss,Michelle Lewis,True
1470,Linda Barajas,126.6695321,Linda,Barajas,True
1471,Amber Jensen,87.74180917,Amber,Jensen,False
1472,John Owens,240.6708452,John,Owens,True
1473,Elizabeth Benitez,22.97631526,Elizabeth,Benitez,False
1474,Sarah Smith,54.02302876,Sarah,Smith,False
1475,Jonathan Hernandez,113.6405881,Jonathan,Hernandez,True
1476,Benjamin Stevens,241.9631335,Benjamin,Stevens,True
1477,Isaac Roth,64.00283561,Isaac,Roth,False
1478,Lauren Smith,191.044241,Lauren,Smith,True
1479,Nicole Duffy MD,169.9221056,Nicole,Duffy MD,True
1480,Emily Vega,102.1788734,Emily,Vega,True
1481,Jesse Stone,99.13220181,Jesse,Stone,False
1482,Nancy Lucas,277.221375,Nancy,Lucas,True
1483,Thomas Horne,285.5453065,Thomas,Horne,True
1484,Jo Humphrey,280.7676032,Jo,Humphrey,True
1485,Nicholas Marquez,247.2806899,Nicholas,Marquez,True
1486,Cathy Todd,23.32822158,Cathy,Todd,False
1487,Vicki Harmon,155.3649927,Vicki,Harmon,True
1488,Brent Lloyd,74.12808307,Brent,Lloyd,False
1489,Jonathan Hill,64.18574136,Jonathan,Hill,False
1490,Timothy Kelly,106.2473392,Timothy,Kelly,True
1491,Donna Martinez,26.68721252,Donna,Martinez,False
1492,Tammy Miles,134.7480083,Tammy,Miles,True
1493,Stephen Fields,270.2637016,Stephen,Fields,True
1494,Paige Kemp,132.6889381,Paige,Kemp,True
1495,Hannah Myers,97.02475645,Hannah,Myers,False
1496,Tanya Garcia,65.80094229,Tanya,Garcia,False
1497,Elizabeth Moody,224.6917837,Elizabeth,Moody,True
1498,Christina Murray,178.7962602,Christina,Murray,True
1499,Emma Berry,265.2866914,Emma,Berry,True
1500,Rebecca Santos,40.21365447,Rebecca,Santos,False
1501,Tammy Williams,113.8258857,Tammy,Williams,True
1502,Lauren Zimmerman DDS,24.09907887,Lauren,Zimmerman DDS,False
1503,Amy Reed,291.715691,Amy,Reed,True
1504,Peter Holland,39.10990181,Peter,Holland,False
1505,Stephen Martinez,5.998153471,Stephen,Martinez,False
1506,Evan Martinez,71.83961188,Evan,Martinez,False
1507,Stephanie Smith,184.314629,Stephanie,Smith,True
1508,Robert Schultz,79.44358021,Robert,Schultz,False
1509,Steven Price,249.5073848,Steven,Price,True
1510,William Park,150.5623351,William,Park,True
1511,Cole Butler,257.9254795,Cole,Butler,True
1512,Jessica Prince,199.1027248,Jessica,Prince,True
1513,Brian Smith,269.7331691,Brian,Smith,True
1514,Mark Ortiz,64.53490182,Mark,Ortiz,False
1515,Shane Garcia,232.922679,Shane,Garcia,True
1516,Tammy Lowe,163.4958412,Tammy,Lowe,True
1517,Bonnie Parsons,120.8240102,Bonnie,Parsons,True
1518,Christopher Gross,190.4850752,Christopher,Gross,True
1519,Jason Hawkins,281.2010935,Jason,Hawkins,True
1520,Diane Lee,190.3914018,Diane,Lee,True
1521,Jeffrey Rodriguez,171.7063904,Jeffrey,Rodriguez,True
1522,Destiny Thompson,69.95080058,Destiny,Thompson,False
1523,Carol Johnston,20.22996482,Carol,Johnston,False
1524,Catherine Cline,196.0019512,Catherine,Cline,True
1525,Joseph Bond,213.4508658,Joseph,Bond,True
1526,Whitney Russell,93.70821741,Whitney,Russell,False
1527,Joseph Brown,177.5369542,Joseph,Brown,True
1528,Andrea Cherry,218.9439696,Andrea,Cherry,True
1529,Ronnie James,11.30319991,Ronnie,James,False
1530,Jesse Wagner,105.0391223,Jesse,Wagner,True
1531,Jennifer Johnson,25.24601464,Jennifer,Johnson,False
1532,Christina Miller,23.52475039,Christina,Miller,False
1533,Amy Collins,216.3060305,Amy,Collins,True
1534,Nathaniel Curtis,180.009785,Nathaniel,Curtis,True
1535,Joann Patel,226.8922119,Joann,Patel,True
1536,Daniel Gonzalez,296.9639688,Daniel,Gonzalez,True
1537,Donna Harris,112.1535852,Donna,Harris,True
1538,Patricia Gomez,61.97861251,Patricia,Gomez,False
1539,Christopher Douglas,108.5670438,Christopher,Douglas,True
1540,Thomas Glover,192.6749797,Thomas,Glover,True
1541,Ryan Fischer,176.8811448,Ryan,Fischer,True
1542,Briana Turner,77.99745823,Briana,Turner,False
1543,Patrick Williams,205.5282628,Patrick,Williams,True
1544,Kathryn Morris,258.3381969,Kathryn,Morris,True
1545,Jonathan Henry,216.6217318,Jonathan,Henry,True
1546,Jonathan Navarro,207.5050139,Jonathan,Navarro,True
1547,Steven Ryan,98.03488481,Steven,Ryan,False
1548,Matthew Rodriguez,194.1558586,Matthew,Rodriguez,True
1549,Laurie Stewart,243.6585038,Laurie,Stewart,True
1550,Joseph Ramirez,208.5389863,Joseph,Ramirez,True
1551,Eric Harris,215.3027448,Eric,Harris,True
1552,Amy Townsend,89.62083691,Amy,Townsend,False
1553,Jeffrey Gutierrez,91.68831326,Jeffrey,Gutierrez,False
1554,Kenneth Zimmerman,227.6497143,Kenneth,Zimmerman,True
1555,Jonathan Guerrero,20.03177994,Jonathan,Guerrero,False
1556,James Thomas,81.77643056,James,Thomas,False
1557,James Bradshaw,233.6904132,James,Bradshaw,True
1558,Edgar Moreno,279.0886499,Edgar,Moreno,True
1559,Margaret Roberts,119.9029449,Margaret,Roberts,True
1560,Mary Gonzales,5.041468474,Mary,Gonzales,False
1561,Deborah Ortiz,251.1195948,Deborah,Ortiz,True
1562,Jesse Thomas,23.19440916,Jesse,Thomas,False
1563,Taylor Torres,114.306217,Taylor,Torres,True
1564,Jennifer Sampson,134.9550998,Jennifer,Sampson,True
1565,Jennifer Shaffer,139.3268183,Jennifer,Shaffer,True
1566,Melanie Griffith,97.98733229,Melanie,Griffith,False
1567,Michelle May,151.0133675,Michelle,May,True
1568,Lori Morales,15.93710006,Lori,Morales,False
1569,Alexandra Shelton,205.1698084,Alexandra,Shelton,True
1570,Carl Gonzalez,161.5347512,Carl,Gonzalez,True
1571,Maria Miller,241.2911729,Maria,Miller,True
1572,Chad Kelly,273.3206706,Chad,Kelly,True
1573,Eileen Davis,55.99921219,Eileen,Davis,False
1574,Jacob White,176.3832715,Jacob,White,True
1575,Tony Howard,56.29751552,Tony,Howard,False
1576,Randy Franklin,10.70092932,Randy,Franklin,False
1577,Taylor Davidson,164.2349526,Taylor,Davidson,True
1578,Nicole Rivas,283.3434254,Nicole,Rivas,True
1579,Daniel Martinez,82.42854517,Daniel,Martinez,False
1580,Theresa Potter,63.49315896,Theresa,Potter,False
1581,William Kerr,193.1528858,William,Kerr,True
1582,Erin Anderson,145.1617851,Erin,Anderson,True
1583,Carlos Sawyer,91.16472066,Carlos,Sawyer,False
1584,Steven Reyes,90.51351057,Steven,Reyes,False
1585,Robert Johnson,151.34255,Robert,Johnson,True
1586,John Kelley,264.1445291,John,Kelley,True
1587,Melissa Franklin,154.5602915,Melissa,Franklin,True
1588,Travis Davis,288.2220857,Travis,Davis,True
1589,Adam Bailey,42.6613963,Adam,Bailey,False
1590,Crystal Peterson,171.6499461,Crystal,Peterson,True
1591,David Anderson,131.2363431,David,Anderson,True
1592,David Allen III,100.869253,David,Allen III,True
1593,Jose Mitchell,219.3702027,Jose,Mitchell,True
1594,Harry Miller,258.864091,Harry,Miller,True
1595,Jay Smith,174.5402259,Jay,Smith,True
1596,David Spence,39.44159283,David,Spence,False
1597,Alicia Young,49.05124089,Alicia,Young,False
1598,Gregory Cooper,84.87613039,Gregory,Cooper,False
1599,Michelle Brown,299.6697558,Michelle,Brown,True
1600,Melissa Johnson,54.77661634,Melissa,Johnson,False
1601,Robert Hunter,233.2112326,Robert,Hunter,True
1602,Ellen Montes,114.6587627,Ellen,Montes,True
1603,Madeline Terry,143.0680216,Madeline,Terry,True
1604,Gregory Mclean,100.1416644,Gregory,Mclean,True
1605,Rebekah Fischer,35.84139135,Rebekah,Fischer,False
1606,Wendy Sexton,104.2529105,Wendy,Sexton,True
1607,Angela Spencer,130.0368995,Angela,Spencer,True
1608,Brent Richards,287.8512449,Brent,Richards,True
1609,Christina Price,220.4715324,Christina,Price,True
1610,Christopher Kim,268.0940814,Christopher,Kim,True
1611,Kristie White,3.731188383,Kristie,White,False
1612,Eric Anderson,151.1694298,Eric,Anderson,True
1613,Patrick Moran,202.9421153,Patrick,Moran,True
1614,Kimberly Dillon,148.7636914,Kimberly,Dillon,True
1615,Michael Morris,186.2739438,Michael,Morris,True
1616,Stephanie Garcia,135.3374805,Stephanie,Garcia,True
1617,Amber Randall,161.7867294,Amber,Randall,True
1618,Matthew Morris,177.4675144,Matthew,Morris,True
1619,Brandon Henry,189.2640002,Brandon,Henry,True
1620,Elizabeth Jones,1.721334549,Elizabeth,Jones,False
1621,Manuel Reyes,56.11399451,Manuel,Reyes,False
1622,Cindy Blackburn,277.3116641,Cindy,Blackburn,True
1623,Mindy Valentine,296.0404881,Mindy,Valentine,True
1624,Mary Stevenson,54.15138665,Mary,Stevenson,False
1625,Emma Beltran,280.6140783,Emma,Beltran,True
1626,Matthew Jacobson,234.4755743,Matthew,Jacobson,True
1627,Paul Phillips,52.38933174,Paul,Phillips,False
1628,James Porter,167.6916337,James,Porter,True
1629,David Harrison,216.557277,David,Harrison,True
1630,Tara Davidson,177.5977319,Tara,Davidson,True
1631,Donna Kelly,235.9643853,Donna,Kelly,True
1632,Renee Mayer,29.66478775,Renee,Mayer,False
1633,Victor Davis,292.350032,Victor,Davis,True
1634,Marc Abbott,144.0427399,Marc,Abbott,True
1635,Kevin Flores,2.04595842,Kevin,Flores,False
1636,Sarah Mayo,243.1576185,Sarah,Mayo,True
1637,Anthony Morgan,74.4186564,Anthony,Morgan,False
1638,Sarah Wong,22.83835501,Sarah,Wong,False
1639,Tanya Martinez,226.3518126,Tanya,Martinez,True
1640,Jacob Lewis,177.8268318,Jacob,Lewis,True
1641,Valerie Spencer,110.1150755,Valerie,Spencer,True
1642,Kelly Drake,223.7749938,Kelly,Drake,True
1643,Zachary Foster,256.8934808,Zachary,Foster,True
1644,Susan Summers,203.444613,Susan,Summers,True
1645,Stacy Jones,282.2103928,Stacy,Jones,True
1646,Alicia Roberts,115.3415793,Alicia,Roberts,True
1647,Charlene Patterson,231.5902435,Charlene,Patterson,True
1648,Mike Hudson,90.77833228,Mike,Hudson,False
1649,Nichole Murray,257.2125882,Nichole,Murray,True
1650,Anthony Robinson,174.6749074,Anthony,Robinson,True
1651,Andrew Sutton,55.09426008,Andrew,Sutton,False
1652,John Munoz,10.76162589,John,Munoz,False
1653,Antonio Gray,254.1989765,Antonio,Gray,True
1654,Mallory Bright,17.36455275,Mallory,Bright,False
1655,Zachary Johnson,164.0094798,Zachary,Johnson,True
1656,Scott Zimmerman,210.8359631,Scott,Zimmerman,True
1657,Nicolas Myers,191.5740332,Nicolas,Myers,True
1658,Dakota Silva,0.201983149,Dakota,Silva,False
1659,Cynthia Crawford,138.5852088,Cynthia,Crawford,True
1660,Larry Smith,203.4597291,Larry,Smith,True
1661,Victoria Hoover,49.76932196,Victoria,Hoover,False
1662,Carl Shannon,75.01050543,Carl,Shannon,False
1663,Melissa Hardy,57.46719339,Melissa,Hardy,False
1664,Carolyn Smith,217.4986594,Carolyn,Smith,True
1665,Austin Washington,123.7356729,Austin,Washington,True
1666,Jacob Spencer MD,194.4500649,Jacob,Spencer MD,True
1667,Earl Jackson,146.4381711,Earl,Jackson,True
1668,Nicole Simmons,100.4466707,Nicole,Simmons,True
1669,Phillip Hurst,70.27347634,Phillip,Hurst,False
1670,Hailey Robbins,189.1471457,Hailey,Robbins,True
1671,James Taylor,223.4033604,James,Taylor,True
1672,Andrea Figueroa,35.46449803,Andrea,Figueroa,False
1673,Cassandra Moreno,75.31803377,Cassandra,Moreno,False
1674,Gregory Pacheco,30.78269568,Gregory,Pacheco,False
1675,Shawn Shelton,104.0226799,Shawn,Shelton,True
1676,Nicole Huerta,147.5406087,Nicole,Huerta,True
1677,Matthew Hoffman,111.3375618,Matthew,Hoffman,True
1678,Barbara Hudson,224.3202579,Barbara,Hudson,True
1679,Sandra Francis,62.57524548,Sandra,Francis,False
1680,Rebecca Ray,32.48419802,Rebecca,Ray,False
1681,Tammy Simpson,221.5414938,Tammy,Simpson,True
1682,Kyle Clark,223.5738109,Kyle,Clark,True
1683,Sherry Peterson,9.233781216,Sherry,Peterson,False
1684,Kyle Howard,22.36013288,Kyle,Howard,False
1685,David Warren,23.00435965,David,Warren,False
1686,Brandon Townsend,189.241167,Brandon,Townsend,True
1687,Christopher Ellis,60.92041242,Christopher,Ellis,False
1688,Renee Mccall,172.0025631,Renee,Mccall,True
1689,Nicole Valdez,202.1051001,Nicole,Valdez,True
1690,Austin Bird,97.14819318,Austin,Bird,False
1691,Matthew Oliver,190.7738661,Matthew,Oliver,True
1692,Adam Morrison,122.6423047,Adam,Morrison,True
1693,Kenneth Koch,223.4597055,Kenneth,Koch,True
1694,Roger Maddox,192.8048838,Roger,Maddox,True
1695,Michael Harris,275.0959548,Michael,Harris,True
1696,Devon Levy,179.3498945,Devon,Levy,True
1697,Alison Wright,67.79896598,Alison,Wright,False
1698,Jennifer Jones,69.16425394,Jennifer,Jones,False
1699,Alexandra Rosales,275.3449131,Alexandra,Rosales,True
1700,Erika Wood,172.3448064,Erika,Wood,True
1701,Kristen Dyer,143.7169829,Kristen,Dyer,True
1702,Kristin Higgins,66.99301038,Kristin,Higgins,False
1703,Adrian Martin,10.51365519,Adrian,Martin,False
1704,Joshua Hunter,126.4593975,Joshua,Hunter,True
1705,Cindy Wells,2.823278649,Cindy,Wells,False
1706,Meredith Shepherd,15.39256238,Meredith,Shepherd,False
1707,Paula Jackson,95.28470547,Paula,Jackson,False
1708,Jacob Woodard,36.91770874,Jacob,Woodard,False
1709,Michael Hill,51.00126609,Michael,Hill,False
1710,Maureen Miller,143.5552728,Maureen,Miller,True
1711,Pamela Brandt,117.3452788,Pamela,Brandt,True
1712,Matthew Rojas Jr.,32.5614648,Matthew,Rojas Jr.,False
1713,Lawrence Jordan,131.5622718,Lawrence,Jordan,True
1714,Travis Coleman,267.9348767,Travis,Coleman,True
1715,Tina Lopez,161.5034811,Tina,Lopez,True
1716,Joseph Armstrong,197.555798,Joseph,Armstrong,True
1717,Kayla Sellers,165.072789,Kayla,Sellers,True
1718,Michael Rogers,65.74618064,Michael,Rogers,False
1719,Tiffany Fitzpatrick,70.01378574,Tiffany,Fitzpatrick,False
1720,Sierra Warren,82.47716939,Sierra,Warren,False
1721,Patricia Martinez,21.04160853,Patricia,Martinez,False
1722,Gregory Castillo,3.006714074,Gregory,Castillo,False
1723,Gilbert Johnson,232.5105839,Gilbert,Johnson,True
1724,Bryan Gutierrez,233.185948,Bryan,Gutierrez,True
1725,Yvonne Murphy,130.7981427,Yvonne,Murphy,True
1726,Austin Patel,147.7426209,Austin,Patel,True
1727,Ronald Lopez,179.1161889,Ronald,Lopez,True
1728,Terry Fowler,295.9201301,Terry,Fowler,True
1729,Holly Lara,181.4214635,Holly,Lara,True
1730,Cody Hayden,228.6270302,Cody,Hayden,True
1731,Veronica Bradford,29.71309581,Veronica,Bradford,False
1732,Sylvia Moon,57.43043383,Sylvia,Moon,False
1733,Sharon Young,212.154593,Sharon,Young,True
1734,Jeffery Wilson,214.1345719,Jeffery,Wilson,True
1735,Tammy Cooper,215.1947063,Tammy,Cooper,True
1736,Jessica Gardner,282.8657889,Jessica,Gardner,True
1737,Mr. Matthew Roman,106.933484,Mr.,Matthew Roman,True
1738,Sharon Frazier,145.3813435,Sharon,Frazier,True
1739,James Gonzalez,262.3881598,James,Gonzalez,True
1740,Tracy Mcmillan,53.15386877,Tracy,Mcmillan,False
1741,Peter Schultz,64.90524813,Peter,Schultz,False
1742,Jenna Ayala,145.5035446,Jenna,Ayala,True
1743,Julie Martinez,184.8991846,Julie,Martinez,True
1744,Richard Lee,202.7372208,Richard,Lee,True
1745,Karen Smith MD,104.7538389,Karen,Smith MD,True
1746,Timothy Lopez,238.7179723,Timothy,Lopez,True
1747,Justin Burke,244.7235202,Justin,Burke,True
1748,Karen Erickson,175.0951734,Karen,Erickson,True
1749,Sarah Ramsey,39.16860302,Sarah,Ramsey,False
1750,Robin Evans,25.40406048,Robin,Evans,False
1751,Michael Chang,52.77346918,Michael,Chang,False
1752,Melvin Butler,178.0049503,Melvin,Butler,True
1753,Deborah Mcbride,193.0499213,Deborah,Mcbride,True
1754,Austin Williams,123.2452751,Austin,Williams,True
1755,Kenneth Dean,70.33757646,Kenneth,Dean,False
1756,Joan Crawford,43.57827018,Joan,Crawford,False
1757,Erin King,87.38375287,Erin,King,False
1758,Mr. James Hamilton,111.3321125,Mr.,James Hamilton,True
1759,Deborah Hood,140.8417148,Deborah,Hood,True
1760,Marcus Stout,7.833256587,Marcus,Stout,False
1761,Shannon Jacobs,153.9495471,Shannon,Jacobs,True
1762,Todd Harris,169.20748,Todd,Harris,True
1763,Sarah Wilson,27.9482433,Sarah,Wilson,False
1764,Edward Brown,255.0719539,Edward,Brown,True
1765,Calvin Jones,278.0473862,Calvin,Jones,True
1766,Mr. Nicholas Fry,94.59168045,Mr.,Nicholas Fry,False
1767,Alejandro Sharp,84.92844506,Alejandro,Sharp,False
1768,Debra Morgan,265.4239044,Debra,Morgan,True
1769,John Kemp,242.2398351,John,Kemp,True
1770,Benjamin Richardson,173.6749744,Benjamin,Richardson,True
1771,Eric Cobb,81.97869791,Eric,Cobb,False
1772,Joseph Daniel,58.14862167,Joseph,Daniel,False
1773,William Pollard,133.0978234,William,Pollard,True
1774,Aaron Pace,131.304985,Aaron,Pace,True
1775,Wendy Smith,174.3502801,Wendy,Smith,True
1776,Cheyenne Hernandez,292.3566991,Cheyenne,Hernandez,True
1777,Patricia Spencer,250.6683723,Patricia,Spencer,True
1778,Charles Taylor PhD,20.42888334,Charles,Taylor PhD,False
1779,Stacey Clark,59.14607751,Stacey,Clark,False
1780,Megan Williams,79.75989504,Megan,Williams,False
1781,Robert Lee,125.1750091,Robert,Lee,True
1782,Pamela Hughes,173.047263,Pamela,Hughes,True
1783,James Davis,181.8642923,James,Davis,True
1784,Tami Harper,232.1272481,Tami,Harper,True
1785,Thomas Avila,162.1457354,Thomas,Avila,True
1786,Darius Phillips,2.778963306,Darius,Phillips,False
1787,Donald Perez,260.3533057,Donald,Perez,True
1788,Elizabeth Moran,75.80152451,Elizabeth,Moran,False
1789,Kristina Chapman,198.8826774,Kristina,Chapman,True
1790,Jimmy Morris,133.7376895,Jimmy,Morris,True
1791,Julie Hobbs,248.1671202,Julie,Hobbs,True
1792,Hailey Miller,212.6344416,Hailey,Miller,True
1793,Robert Elliott,31.83653044,Robert,Elliott,False
1794,Kathleen Franklin,267.6104519,Kathleen,Franklin,True
1795,Cassandra Smith,113.7266157,Cassandra,Smith,True
1796,Stacey Montoya,30.63225675,Stacey,Montoya,False
1797,Lauren Romero,64.30241698,Lauren,Romero,False
1798,Hector Rivera,68.20899517,Hector,Rivera,False
1799,Veronica Morris,151.1248483,Veronica,Morris,True
1800,Derrick Sanders,155.1753422,Derrick,Sanders,True
1801,Russell Gallagher,103.8750207,Russell,Gallagher,True
1802,Cody Moore,216.2386122,Cody,Moore,True
1803,Robin Ramsey,158.671907,Robin,Ramsey,True
1804,Heather Shelton,205.9470679,Heather,Shelton,True
1805,Lindsay Zuniga,83.86393913,Lindsay,Zuniga,False
1806,Mark Wells,14.97764765,Mark,Wells,False
1807,Adam Jones,5.368559531,Adam,Jones,False
1808,Gerald Gonzales,40.93851843,Gerald,Gonzales,False
1809,Christopher Perez,273.7105102,Christopher,Perez,True
1810,Justin Thornton,4.125420062,Justin,Thornton,False
1811,Miss Lauren Solis,241.1722903,Miss,Lauren Solis,True
1812,Michelle Kidd,2.740652384,Michelle,Kidd,False
1813,Michael Shannon,16.99576752,Michael,Shannon,False
1814,Matthew Murphy,73.02635244,Matthew,Murphy,False
1815,Sheila Garcia,296.1911546,Sheila,Garcia,True
1816,Rebecca Rogers,44.74390554,Rebecca,Rogers,False
1817,Dana Tran,222.6750233,Dana,Tran,True
1818,Elizabeth Lee,208.1387304,Elizabeth,Lee,True
