,name,price,first_name,last_name,above_100
1324,Allison Patterson,274.882558,Allison,Patterson,True
1325,Gabriel Cooper,200.1558758,Gabriel,Cooper,True
1326,Cindy Ward,68.85641269,Cindy,Ward,False
1327,Brooke Owens,149.2059461,Brooke,Owens,True
1328,Matthew Blake,4.06458047,Matthew,Blake,False
1329,Krystal Jackson,67.38695805,Krystal,Jackson,False
1330,Eric Phelps,240.8897161,Eric,Phelps,True
1331,Samuel Cook,172.1054695,Samuel,Cook,True
1332,Pamela Stein,199.0978775,Pamela,Stein,True
1333,Allison Brown,33.29299156,Allison,Brown,False
1334,Taylor Williams,13.62390908,Taylor,Williams,False
1335,Laura Carroll,261.6022136,Laura,Carroll,True
1336,Connor Robinson,245.8554383,Connor,Robinson,True
1337,Shelby Johnson,240.0443296,Shelby,Johnson,True
1338,Andrew Mora,18.60199734,Andrew,Mora,False
1339,Ethan Pacheco,259.0365461,Ethan,Pacheco,True
1340,Jeremy Webb,98.31405644,Jeremy,Webb,False
1341,Damon Garrett,244.8654683,Damon,Garrett,True
1342,Kimberly Stanley,175.0957212,Kimberly,Stanley,True
1343,Bryce Grant,17.15408329,Bryce,Grant,False
1344,Bethany Woods,272.5716629,Bethany,Woods,True
1345,Emily Frye,66.17386403,Emily,Frye,False
1347,Barry Sullivan,258.7525531,Barry,Sullivan,True
1348,Jeremiah Ayala,163.5453042,Jeremiah,Ayala,True
1349,Holly Johnson,296.6791256,Holly,Johnson,True
1350,Teresa Molina,286.516233,Teresa,Molina,True
1351,Sarah Taylor,265.8694817,Sarah,Taylor,True
1352,Kimberly Howard,85.43939931,Kimberly,Howard,False
1353,Kimberly Little,264.8900668,Kimberly,Little,True
1354,Nancy Hart,207.2431681,Nancy,Hart,True
1355,Nicole Perkins,165.0090561,Nicole,Perkins,True
1356,Brandon Olson,222.4152627,Brandon,Olson,True
1357,Richard Bush,77.53704513,Richard,Bush,False
1358,Bryan Evans,192.6410081,Bryan,Evans,True
1359,Monica Watson,3.361441343,Monica,Watson,False
1360,Curtis Fleming,274.30965,Curtis,Fleming,True
1361,Crystal Sosa,216.8617671,Crystal,Sosa,True
1362,Eugene Morris,202.5620068,Eugene,Morris,True
1363,Logan Bailey,288.6314867,Logan,Bailey,True
1364,Brandi Bauer,132.9215194,Brandi,Bauer,True
1365,Jasmine Walters,268.1388358,Jasmine,Walters,True
1366,Luke Allison,187.8207039,Luke,Allison,True
1367,Christopher Brooks,57.81340573,Christopher,Brooks,False
1368,Vanessa Riley,180.4069737,Vanessa,Riley,True
1369,Scott Young,99.92058008,Scott,Young,False
1370,Thomas May,203.6202471,Thomas,May,True
1371,Pam Villegas,179.0291469,Pam,Villegas,True
1372,Amy Sims,114.9768422,Amy,Sims,True
1373,Zachary Graham,141.835196,Zachary,Graham,True
1374,James Chan,243.2899217,James,Chan,True
1375,Felicia Archer,138.4473659,Felicia,Archer,True
1376,Kimberly Brady,288.7460477,Kimberly,Brady,True
1377,Terri Perez,19.14837929,Terri,Perez,False
1378,Jonathan Barker,5.657865331,Jonathan,Barker,False
1379,Courtney Brooks,149.494119,Courtney,Brooks,True
1380,Gabriel Lowe,93.90576332,Gabriel,Lowe,False
1381,Christopher White,66.60014486,Christopher,White,False
1382,Sandra Murphy,95.58251089,Sandra,Murphy,False
1383,Jessica Krueger,10.90841176,Jessica,Krueger,False
1384,Jonathon Burns,249.3961932,Jonathon,Burns,True
1385,Mary Miller,273.9394908,Mary,Miller,True
1386,Colin Rodriguez,180.2598848,Colin,Rodriguez,True
1387,Joshua Rice,146.685027,Joshua,Rice,True
1388,Gregory Cruz,110.0635889,Gregory,Cruz,True
1389,Olivia Rivera MD,291.240185,Olivia,Rivera MD,True
1390,Jessica Larsen MD,7.576754464,Jessica,Larsen MD,False
1391,Troy Byrd,36.73825253,Troy,Byrd,False
1392,Matthew Rogers,185.3667095,Matthew,Rogers,True
1393,Sandra Steele,214.8657394,Sandra,Steele,True
1394,Lucas Price,106.1210278,Lucas,Price,True
1395,Faith Scott,188.2647735,Faith,Scott,True
1396,James Fox,282.4344141,James,Fox,True
1397,Lisa Summers,155.0512496,Lisa,Summers,True
1398,Raymond Perry,275.8859259,Raymond,Perry,True
1399,Edward Little,162.4717521,Edward,Little,True
1401,Nicole Casey,144.9653271,Nicole,Casey,True
1402,Christopher Hansen,265.1736476,Christopher,Hansen,True
1403,John Mays,120.530065,John,Mays,True
1404,Monique Marshall,63.9607675,Monique,Marshall,False
1405,David Fernandez,17.63676685,David,Fernandez,False
1406,Jo Smith,202.3095996,Jo,Smith,True
1407,Larry Carlson,278.092605,Larry,Carlson,True
1408,Sherry Scott,67.58767704,Sherry,Scott,False
1409,Jennifer Harris,268.8755967,Jennifer,Harris,True
1410,Nicolas Singleton,9.659905481,Nicolas,Singleton,False
1411,Debra Adams DVM,52.22049871,Debra,Adams DVM,False
1412,James Kirby,224.191157,James,Kirby,True
1413,Ronald Jones,270.5086503,Ronald,Jones,True
1414,Amy Mcdonald,297.9773801,Amy,Mcdonald,True
1415,Kimberly Matthews,55.12712205,Kimberly,Matthews,False
1416,Paul Floyd,74.01318559,Paul,Floyd,False
1417,Steve Brown,182.0323787,Steve,Brown,True
1418,David Shaw,83.65951376,David,Shaw,False
1419,Patricia Hamilton,123.409219,Patricia,Hamilton,True
1420,Christopher Erickson,59.07931353,Christopher,Erickson,False
1421,Mackenzie Hill,6.620988423,Mackenzie,Hill,False
1422,Charles Pham,97.96401358,Charles,Pham,False
1423,Tony King,18.27327773,Tony,King,False
1424,Edward James,92.87861731,Edward,James,False
1425,Colleen Lee,63.10044603,Colleen,Lee,False
1426,Bethany Floyd,86.42994032,Bethany,Floyd,False
1427,Carol Schroeder,33.69227955,Carol,Schroeder,False
1428,Bonnie Peterson,297.4653224,Bonnie,Peterson,True
1429,Michael Anderson,256.3898121,Michael,Anderson,True
1430,Sheri Dorsey,189.7981441,Sheri,Dorsey,True
1431,Savannah Mendoza PhD,91.07261796,Savannah,Mendoza PhD,False
1432,Douglas Watson,274.4787465,Douglas,Watson,True
1433,Ronald Ward,57.77908919,Ronald,Ward,False
1434,Kenneth Villarreal,274.2187269,Kenneth,Villarreal,True
1435,Tiffany Robinson,228.7978951,Tiffany,Robinson,True
1436,Patrick Swanson,161.2557332,Patrick,Swanson,True
1437,Jocelyn Rogers,24.17428437,Jocelyn,Rogers,False
1438,Danny Perez,182.255044,Danny,Perez,True
1439,Rachel Gregory,265.0416523,Rachel,Gregory,True
1440,Scott Welch,231.8302149,Scott,Welch,True
1441,Adam Jackson,232.9420717,Adam,Jackson,True
1442,Kyle Novak,12.08319607,Kyle,Novak,False
1443,Matthew Allen,168.4554827,Matthew,Allen,True
1444,Shannon Allen,172.2771141,Shannon,Allen,True
1445,Whitney Harris,58.43100673,Whitney,Harris,False
1446,Scott Morrison,180.7621217,Scott,Morrison,True
1447,Jessica Schmidt,261.6986671,Jessica,Schmidt,True
1448,Kristi Taylor,271.1229328,Kristi,Taylor,True
1449,Joan Garcia,287.3891521,Joan,Garcia,True
1450,Shane Evans,277.5094559,Shane,Evans,True
1451,Jody Fox,154.8859173,Jody,Fox,True
1452,Shawn Jacobs,132.7802032,Shawn,Jacobs,True
1453,Heather Ray,113.0976257,Heather,Ray,True
1454,Mary Aguirre,112.6553767,Mary,Aguirre,True
1455,Scott Williams,80.32818684,Scott,Williams,False
1456,Ryan Cole,248.4882669,Ryan,Cole,True
1457,Melody Savage,114.3904753,Melody,Savage,True
1458,Lori Reese,97.72751844,Lori,Reese,False
1459,Nina Parker,25.48969257,Nina,Parker,False
1460,Tamara Taylor,123.1774351,Tamara,Taylor,True
1461,Mark Salinas,65.60168668,Mark,Salinas,False
1462,Thomas Blankenship,132.7947467,Thomas,Blankenship,True
1463,Dr. Traci Rice,286.0928823,Dr.,Traci Rice,True
1464,Angela Cox,42.33721435,Angela,Cox,False
1465,Janet Young,13.80917322,Janet,Young,False
1466,Francisco Johnston,112.1605744,Francisco,Johnston,True
1467,William Russell,264.6237189,William,Russell,True
1468,Alexander Harrington,149.1436898,Alexander,Harrington,True
1469,David Mendoza MD,93.99806835,David,Mendoza MD,False
1470,Christine Lee,213.6602036,Christine,Lee,True
1471,Michelle Johnson,175.7431073,Michelle,Johnson,True
1472,Kelsey Nelson,236.7676413,Kelsey,Nelson,True
1473,Diane Thompson,89.95575753,Diane,Thompson,False
1474,Tara Smith,278.1214905,Tara,Smith,True
1475,Marcus Santiago,116.1191313,Marcus,Santiago,True
1476,Laura Bean,33.82522532,Laura,Bean,False
1477,Michelle Navarro,246.3117979,Michelle,Navarro,True
1478,Lisa Good,76.55786256,Lisa,Good,False
1479,Miranda Knapp,129.5066529,Miranda,Knapp,True
1480,Christopher Smith,166.1434114,Christopher,Smith,True
1481,Victoria Miller,273.4850231,Victoria,Miller,True
1482,Sarah Hogan,213.8475987,Sarah,Hogan,True
1483,Dawn Robertson,48.79191224,Dawn,Robertson,False
1484,William Jenkins,113.0602911,William,Jenkins,True
1485,Pam Thompson,173.7231638,Pam,Thompson,True
1486,Stephen Berry,42.77281935,Stephen,Berry,False
1487,Mark Young,282.6498589,Mark,Young,True
1488,Anthony Valdez,185.3727205,Anthony,Valdez,True
1489,Elizabeth Salinas,154.2643569,Elizabeth,Salinas,True
1490,Michael Robinson,182.4719536,Michael,Robinson,True
1491,Gregory Buck,96.18391441,Gregory,Buck,False
1492,Sydney Alexander,219.3532551,Sydney,Alexander,True
1493,Janet Rubio,204.4810593,Janet,Rubio,True
1494,Thomas Ferguson,256.3043923,Thomas,Ferguson,True
1495,Vincent Leblanc,94.02821568,Vincent,Leblanc,False
1496,Justin Martinez,47.48296529,Justin,Martinez,False
1497,Rhonda Adams,116.7325872,Rhonda,Adams,True
1498,Lisa Martin,183.7259618,Lisa,Martin,True
1499,David Medina,280.9491886,David,Medina,True
1500,Karen Mckee,44.78343428,Karen,Mckee,False
1501,Lisa Cantrell,19.21140291,Lisa,Cantrell,False
1502,Anna Guzman,124.8230491,Anna,Guzman,True
1503,Daniel Carroll DDS,51.93399201,Daniel,Carroll DDS,False
1504,Erin Garcia,74.56574506,Erin,Garcia,False
1505,Jennifer Scott,158.6927265,Jennifer,Scott,True
1506,Jacqueline Robinson,190.5709325,Jacqueline,Robinson,True
1507,Bridget Santos,169.3812148,Bridget,Santos,True
1508,Candace Soto,19.6729944,Candace,Soto,False
1509,Felicia Myers,38.15792611,Felicia,Myers,False
1510,Grace Adams,58.41307704,Grace,Adams,False
1511,Micheal Wong,10.75000843,Micheal,Wong,False
1512,Jordan Knight,119.9985057,Jordan,Knight,True
1513,Justin Wright,142.132241,Justin,Wright,True
1514,James Holt,115.368229,James,Holt,True
1515,Anthony Cooke,270.5319155,Anthony,Cooke,True
1516,Jennifer Jacobson,55.44015055,Jennifer,Jacobson,False
1517,Geoffrey Franklin,140.2803006,Geoffrey,Franklin,True
1518,Rodney Lozano,243.3479219,Rodney,Lozano,True
1519,Darlene Lewis,135.1626097,Darlene,Lewis,True
1520,Robin Barry,286.1402134,Robin,Barry,True
1521,Morgan Garcia,133.5790703,Morgan,Garcia,True
1522,Michael Rivas,71.92008045,Michael,Rivas,False
1523,Ellen Branch,185.5703941,Ellen,Branch,True
1524,Kathleen Castro,20.39892737,Kathleen,Castro,False
1525,Donald Wallace,53.65062447,Donald,Wallace,False
1526,Alexandra Haynes,260.7602147,Alexandra,Haynes,True
1527,Stacy Carrillo,188.6885584,Stacy,Carrillo,True
1528,Jennifer Henry,24.06993431,Jennifer,Henry,False
1529,Daniel Mathis,116.0820882,Daniel,Mathis,True
1530,Tyler West,254.4736617,Tyler,West,True
1531,Michael Waller,170.976742,Michael,Waller,True
1532,Christopher Graham,126.9283868,Christopher,Graham,True
1533,Mark Hernandez,80.48163941,Mark,Hernandez,False
1534,Kathy Edwards,82.26788496,Kathy,Edwards,False
1535,David Huber II,213.8107444,David,Huber II,True
1536,Tracey Garcia,136.7308142,Tracey,Garcia,True
1537,Stephanie Underwood,69.43177519,Stephanie,Underwood,False
1538,Shane Williams,281.8903101,Shane,Williams,True
1539,Joseph Reed,42.3818884,Joseph,Reed,False
1540,Dr. Elizabeth Martin,140.0494611,Dr.,Elizabeth Martin,True
1541,David Martin,221.0429141,David,Martin,True
1542,Stephanie Arnold,181.2768702,Stephanie,Arnold,True
1543,Rebecca Richardson,4.380505829,Rebecca,Richardson,False
1544,Danielle Johnson,105.6723996,Danielle,Johnson,True
1545,Jose Howe,158.2429468,Jose,Howe,True
1546,Robert Robinson,170.8627456,Robert,Robinson,True
1547,Danny Hart,70.48423297,Danny,Hart,False
1548,Robin Booth,34.2572087,Robin,Booth,False
1549,Kristin Perry,20.68151609,Kristin,Perry,False
1550,Matthew Peterson,192.7404829,Matthew,Peterson,True
1551,Jodi Griffin,278.9346536,Jodi,Griffin,True
1552,Miguel Lopez,128.0211065,Miguel,Lopez,True
1553,Shelly Gross,184.5451242,Shelly,Gross,True
1554,Candace Lopez,54.07631389,Candace,Lopez,False
1555,Ronald Williams,153.3547677,Ronald,Williams,True
1556,Marcia Morgan,120.5057825,Marcia,Morgan,True
1557,Erica Campbell,100.2705845,Erica,Campbell,True
1558,Anna Green,240.628503,Anna,Green,True
1559,Kimberly Howell,207.2217108,Kimberly,Howell,True
1560,Dr. Michelle Hamilton,57.90941988,Dr.,Michelle Hamilton,False
1561,Tami Ferguson,225.8070777,Tami,Ferguson,True
1562,Cynthia Santana,166.3523842,Cynthia,Santana,True
1563,Seth Johnston,110.2678595,Seth,Johnston,True
1564,Alexis Reynolds,211.4734105,Alexis,Reynolds,True
1565,Elizabeth Schneider,33.96428539,Elizabeth,Schneider,False
1566,Jerry Padilla,279.7193526,Jerry,Padilla,True
1567,Martin Miles,290.6226139,Martin,Miles,True
1568,Karen Williams,290.9160996,Karen,Williams,True
1569,Amy Barnes,165.9279066,Amy,Barnes,True
1570,Christopher West,137.4731704,Christopher,West,True
1571,Kirsten Cole,41.93668355,Kirsten,Cole,False
1572,Jane Cunningham,118.3754226,Jane,Cunningham,True
1573,Leonard Hess,35.82037483,Leonard,Hess,False
1574,Adam Rhodes,13.3526083,Adam,Rhodes,False
1575,Derek Richardson,95.67655498,Derek,Richardson,False
1576,Sarah Faulkner,168.6353496,Sarah,Faulkner,True
1577,Steven Fuller,106.339314,Steven,Fuller,True
1578,Cheyenne Ruiz,127.1035458,Cheyenne,Ruiz,True
1579,Rachel Romero,285.2024857,Rachel,Romero,True
1580,Greg Baker,177.1691724,Greg,Baker,True
1581,Ivan Nixon,286.6165676,Ivan,Nixon,True
1582,Tonya Gonzalez,243.4519443,Tonya,Gonzalez,True
1583,Alan Perez,150.2335151,Alan,Perez,True
1584,Edwin Wilson,193.8749928,Edwin,Wilson,True
1585,Micheal Burgess,137.9824708,Micheal,Burgess,True
1586,Zachary Miller,171.0839156,Zachary,Miller,True
1587,Scott Moreno,111.0238035,Scott,Moreno,True
1588,George Young,72.09372191,George,Young,False
1589,Charles Taylor,135.5468061,Charles,Taylor,True
1590,Mario Browning,173.4239245,Mario,Browning,True
1591,Sandra Hayes,131.195396,Sandra,Hayes,True
1592,Timothy Perkins,250.939116,Timothy,Perkins,True
1593,Christine Lopez,214.0564056,Christine,Lopez,True
1594,Julia Morton,240.2050847,Julia,Morton,True
1595,Gabriel Hamilton,126.5568206,Gabriel,Hamilton,True
1596,Zachary Santos,146.4956654,Zachary,Santos,True
1597,Christina Patton,148.6627083,Christina,Patton,True
1598,John Brandt,283.4653076,John,Brandt,True
1599,Joseph Gonzalez,20.55745007,Joseph,Gonzalez,False
1600,Kim Townsend,129.0360445,Kim,Townsend,True
1601,Ethan Valenzuela,54.05378344,Ethan,Valenzuela,False
1602,Nathan Leon,254.2959365,Nathan,Leon,True
1603,Kathleen Hayes,226.5866588,Kathleen,Hayes,True
1604,Craig Garcia,154.669493,Craig,Garcia,True
1605,Jeremiah Griffin,95.90167374,Jeremiah,Griffin,False
1606,Emily Parsons,213.6395341,Emily,Parsons,True
1607,Paul Kennedy,12.86805538,Paul,Kennedy,False
1608,Theresa Lynch,275.5059689,Theresa,Lynch,True
1609,David Wells,182.491882,David,Wells,True
1610,Joshua Davis,52.95831084,Joshua,Davis,False
1611,Amy Powers,40.64783276,Amy,Powers,False
1612,Kimberly Miller,189.5888109,Kimberly,Miller,True
1613,Debbie Harvey,104.9806237,Debbie,Harvey,True
1614,James Martin,64.25213501,James,Martin,False
1615,Scott Saunders,273.2318059,Scott,Saunders,True
1616,David Smith MD,215.6096045,David,Smith MD,True
1617,Danielle Lee DDS,101.3250417,Danielle,Lee DDS,True
1618,Benjamin Evans,57.97902796,Benjamin,Evans,False
1619,Samantha Lynch,289.1184179,Samantha,Lynch,True
1620,Jeffery Russell,135.9650655,Jeffery,Russell,True
1621,Megan Roberts,237.9306276,Megan,Roberts,True
1622,Rachel Hernandez,125.9323584,Rachel,Hernandez,True
1623,Lisa Ramirez,189.2702383,Lisa,Ramirez,True
1624,Alyssa Hammond,188.5826264,Alyssa,Hammond,True
1625,Anthony Gibson,100.7962623,Anthony,Gibson,True
1626,Roger Quinn,88.61484447,Roger,Quinn,False
1628,Nicholas Henry DVM,293.6931305,Nicholas,Henry DVM,True
1629,Cynthia Burnett,48.84605107,Cynthia,Burnett,False
1630,Kathryn Watts,281.4384173,Kathryn,Watts,True
1631,Roger Fletcher,287.9695812,Roger,Fletcher,True
1632,Rebecca Arias,259.8985263,Rebecca,Arias,True
1633,Jacob Smith,45.28220468,Jacob,Smith,False
1634,Anthony Kennedy,200.1178956,Anthony,Kennedy,True
1635,Cynthia Peck,124.81253,Cynthia,Peck,True
1636,Maria Vaughn,40.28677595,Maria,Vaughn,False
1637,Kylie Chen,10.25185301,Kylie,Chen,False
1638,Anthony Martin,263.6454049,Anthony,Martin,True
1639,Carolyn Hudson,292.6001775,Carolyn,Hudson,True
1640,Harold Willis,176.7584552,Harold,Willis,True
1641,Debbie Taylor,267.577994,Debbie,Taylor,True
1642,Jasmine Lopez,126.6484521,Jasmine,Lopez,True
1643,Ashley Holmes,274.3411375,Ashley,Holmes,True
1644,Stacy Pearson,208.0071389,Stacy,Pearson,True
1645,Evelyn Smith,59.67639555,Evelyn,Smith,False
1647,Monica Taylor,256.8216598,Monica,Taylor,True
1648,Sarah Marshall,217.5918139,Sarah,Marshall,True
1649,Patrick Thomas,151.2961737,Patrick,Thomas,True
1650,Angela Young,71.41377769,Angela,Young,False
1651,Tristan Davies,201.9895075,Tristan,Davies,True
1652,Eileen Turner,278.2459109,Eileen,Turner,True
1653,Sarah Adkins,222.718064,Sarah,Adkins,True
1654,Emily Barnes,156.6536251,Emily,Barnes,True
1655,Whitney Smith,220.2269414,Whitney,Smith,True
1656,Lisa Gibson,98.80753923,Lisa,Gibson,False
1657,Emily Gutierrez,131.7540865,Emily,Gutierrez,True
1658,Richard Jenkins,191.6075196,Richard,Jenkins,True
1659,Jonathan Patel,265.5429717,Jonathan,Patel,True
1660,Michael Proctor,86.00378207,Michael,Proctor,False
1661,Shelby Miller,209.91584,Shelby,Miller,True
1663,Carl Ramirez,26.82463486,Carl,Ramirez,False
1664,Barry Mitchell,217.6013085,Barry,Mitchell,True
1665,Jesus Smith,166.5777504,Jesus,Smith,True
1666,John Boyle,279.314556,John,Boyle,True
1667,Amy Gould,235.9403717,Amy,Gould,True
1668,Brian Brooks,234.6960542,Brian,Brooks,True
1669,Greg Gardner,2.231223544,Greg,Gardner,False
1670,Toni Hull,168.2574631,Toni,Hull,True
1671,Danielle Mcdowell,275.3173727,Danielle,Mcdowell,True
1672,Robert Young,121.0799413,Robert,Young,True
1673,Brandy Hawkins,52.52555635,Brandy,Hawkins,False
1674,Anna Scott,47.65262849,Anna,Scott,False
1675,Matthew Jones,35.79214523,Matthew,Jones,False
1676,Stephen Cummings,208.3516472,Stephen,Cummings,True
1677,Faith Smith,100.4687324,Faith,Smith,True
1678,Jacqueline Simmons,175.2882864,Jacqueline,Simmons,True
1679,Madison Ortiz,79.30978902,Madison,Ortiz,False
1680,Isaiah Sims,27.05463999,Isaiah,Sims,False
1681,Caitlyn Young,129.8100108,Caitlyn,Young,True
1682,Tara Wagner,274.8347008,Tara,Wagner,True
1683,James Sheppard,200.2900561,James,Sheppard,True
1684,Lucas Santos,63.85095068,Lucas,Santos,False
1685,Dylan Ortiz,138.3728763,Dylan,Ortiz,True
1686,Peter Donovan,51.01328742,Peter,Donovan,False
1687,Angela Flores,106.0591471,Angela,Flores,True
1688,Amy Berry,56.30024163,Amy,Berry,False
1689,Paul Thomas,247.619826,Paul,Thomas,True
1690,Louis Moore,117.6909582,Louis,Moore,True
1691,Amanda Stark,254.3147683,Amanda,Stark,True
1692,Elizabeth Simmons,56.67737585,Elizabeth,Simmons,False
1693,Dawn King,276.0770577,Dawn,King,True
1694,Michael Ellison,237.8953676,Michael,Ellison,True
1695,Nicholas Odom,257.1968716,Nicholas,Odom,True
1696,Sarah Juarez,180.6441474,Sarah,Juarez,True
1697,Carrie Jacobson,33.48727241,Carrie,Jacobson,False
1698,Valerie Bowers,226.6597689,Valerie,Bowers,True
1699,Deanna Hall,151.5475104,Deanna,Hall,True
1700,Robert Stevenson,195.043779,Robert,Stevenson,True
1701,Ronald Alexander,60.67444676,Ronald,Alexander,False
1702,Robert Jones,285.6601521,Robert,Jones,True
1703,Ashley Ball,127.7089986,Ashley,Ball,True
1704,Theresa Maldonado,125.4746116,Theresa,Maldonado,True
1705,Mrs. Sheryl Schmidt,112.2217893,Mrs.,Sheryl Schmidt,True
1706,Nicholas Rogers,7.9841947,Nicholas,Rogers,False
1707,Richard Warren,72.01716766,Richard,Warren,False
1708,Christopher Foster,196.268454,Christopher,Foster,True
1709,Brandon Cardenas,120.8491287,Brandon,Cardenas,True
1710,Kevin Brown,59.08143026,Kevin,Brown,False
1711,Gina Mcclure,72.25458827,Gina,Mcclure,False
1712,Jennifer Willis,246.7377493,Jennifer,Willis,True
1713,Alicia Gilmore,145.3510723,Alicia,Gilmore,True
1714,Brandon Chavez,189.9405801,Brandon,Chavez,True
1715,Ryan Brown,160.9037339,Ryan,Brown,True
1716,Brian Buckley,15.38426911,Brian,Buckley,False
1717,Sandra Freeman,274.578188,Sandra,Freeman,True
1718,Allison Willis,47.82560263,Allison,Willis,False
1719,John Ware,158.1731134,John,Ware,True
1720,Sean Barker,218.9782279,Sean,Barker,True
1721,Melissa Frank,9.714783369,Melissa,Frank,False
1722,Darius Brown,124.2475261,Darius,Brown,True
1723,Kathryn Johnson,125.995411,Kathryn,Johnson,True
1724,Jeffrey Bailey,175.0362014,Jeffrey,Bailey,True
1725,Holly Clark,247.9051692,Holly,Clark,True
1726,Jennifer Ellis,163.2364192,Jennifer,Ellis,True
1727,Allison Monroe,258.2706901,Allison,Monroe,True
1728,Brian Cunningham,99.79418642,Brian,Cunningham,False
1729,Thomas Phelps,60.94081766,Thomas,Phelps,False
1730,Mitchell Vasquez,198.4914536,Mitchell,Vasquez,True
1731,Jason Castro,12.01748417,Jason,Castro,False
1732,Victoria Jones,220.5827445,Victoria,Jones,True
1733,Joseph Bruce,130.4849505,Joseph,Bruce,True
1734,Barbara Reyes,225.7908723,Barbara,Reyes,True
1735,Morgan White,118.7726638,Morgan,White,True
1736,Gregory Farley,61.84486602,Gregory,Farley,False
1737,Evan Anderson,258.6861594,Evan,Anderson,True
1738,Grant Whitehead,236.2138974,Grant,Whitehead,True
1739,Melissa Barnes,65.45670536,Melissa,Barnes,False
1740,Kyle Palmer,150.8020592,Kyle,Palmer,True
1741,Lisa Young,273.9106263,Lisa,Young,True
1742,Christopher Barton,256.3776764,Christopher,Barton,True
1743,Lori Hull,254.9863453,Lori,Hull,True
1744,Deborah Harris,172.7572311,Deborah,Harris,True
1745,Tammy Burns,211.6198509,Tammy,Burns,True
1746,Angela Wilson,249.3087082,Angela,Wilson,True
1747,Louis Wilkinson,280.1374426,Louis,Wilkinson,True
1748,Mark Jordan,180.2363566,Mark,Jordan,True
1749,Melinda Cook,98.25497291,Melinda,Cook,False
1750,Jenna Flores,106.8787787,Jenna,Flores,True
1751,David Foley,286.5693916,David,Foley,True
1752,Walter Ford,282.4757247,Walter,Ford,True
1753,Jacqueline Johnson,240.2337581,Jacqueline,Johnson,True
1754,Chad Clarke,200.5932261,Chad,Clarke,True
1755,Christopher Robinson,73.61812235,Christopher,Robinson,False
1756,Jennifer Baxter,91.37891535,Jennifer,Baxter,False
1757,Stephanie Macdonald,29.10489717,Stephanie,Macdonald,False
1758,Alicia Thomas,15.62636543,Alicia,Thomas,False
1759,Anthony Allen,4.896080479,Anthony,Allen,False
1760,Alan Shaffer,73.71096013,Alan,Shaffer,False
1761,Katherine Wu,97.3704629,Katherine,Wu,False
1762,Hayden Lyons,19.96711195,Hayden,Lyons,False
1763,Brian Hart,207.3154377,Brian,Hart,True
1764,Catherine Riley,29.7476999,Catherine,Riley,False
1765,Robert Taylor,90.82880763,Robert,Taylor,False
1766,Abigail Johnson,141.9272156,Abigail,Johnson,True
1767,John Davis,270.3508674,John,Davis,True
1768,William Bowman,230.4711448,William,Bowman,True
1769,Jeanne Newman,230.5952316,Jeanne,Newman,True
1770,Zachary Collins,110.1876592,Zachary,Collins,True
1772,Brittany Brown,127.0088636,Brittany,Brown,True
1773,Julie Gomez,288.0100097,Julie,Gomez,True
1774,Austin Smith,263.3816165,Austin,Smith,True
1775,Dennis Olson,37.17993867,Dennis,Olson,False
1776,Mark Gordon,196.3444276,Mark,Gordon,True
1777,Maria Johnson MD,227.0463062,Maria,Johnson MD,True
1778,Dr. Megan Hayes MD,168.0497319,Dr.,Megan Hayes MD,True
1779,Pamela Patterson,41.33255885,Pamela,Patterson,False
1780,Jason Carter,158.0116944,Jason,Carter,True
1781,William Austin,76.08931925,William,Austin,False
1782,Beth Gilbert,57.2044307,Beth,Gilbert,False
1783,Brittany Wolf,58.25262575,Brittany,Wolf,False
1784,Danielle Kennedy,36.74787378,Danielle,Kennedy,False
1785,Nicole Robinson,162.3285057,Nicole,Robinson,True
1786,Linda Wilcox,182.8407058,Linda,Wilcox,True
1787,John Erickson,101.4806095,John,Erickson,True
1788,Christina Farmer,254.1541915,Christina,Farmer,True
1789,Curtis White,174.7260123,Curtis,White,True
1790,Daniel Glass,3.66651781,Daniel,Glass,False
1791,Steve Johnston,288.3482172,Steve,Johnston,True
1792,Michelle Barron,79.05174668,Michelle,Barron,False
1793,Aaron Howell,43.84655185,Aaron,Howell,False
1794,Colleen Crawford,179.9521087,Colleen,Crawford,True
1795,Timothy Wells,164.0637918,Timothy,Wells,True
1796,Barbara Garcia,155.2657165,Barbara,Garcia,True
1797,Regina Wells,283.9785198,Regina,Wells,True
1798,Antonio Colon,134.1431099,Antonio,Colon,True
1799,Beth Case,12.55033238,Beth,Case,False
1800,Susan Scott,50.44102602,Susan,Scott,False
1801,Heather Lyons,86.19374129,Heather,Lyons,False
1802,Karl Mejia,230.9421383,Karl,Mejia,True
1803,Lauren Sanchez,177.1122834,Lauren,Sanchez,True
1804,Paul Osborne,220.1945492,Paul,Osborne,True
1805,Ronnie Roberts,72.37005672,Ronnie,Roberts,False
1806,Sandra Moreno,126.422691,Sandra,Moreno,True
1807,Stephen King,26.80183052,Stephen,King,False
1808,Pamela Sanchez,149.3595269,Pamela,Sanchez,True
1809,Wayne Briggs,211.8575925,Wayne,Briggs,True
1810,Louis Blair,194.7255202,Louis,Blair,True
1811,Caitlin Mendez,161.2321023,Caitlin,Mendez,True
1812,Ryan Avila,219.1742078,Ryan,Avila,True
1813,Derrick Villarreal,162.4568423,Derrick,Villarreal,True
1814,Kyle Woods,230.2445433,Kyle,Woods,True
1815,Ryan Knight,146.0878971,Ryan,Knight,True
